text,label
ตั้งรหัสผ่านยังไงให้ปลอดภัยแต่จำได้,account_security
จอเครื่องมีรอยขีดข่วน ควรเปลี่ยนกระจกหรือทั้งจอ,hardware_media
คัดลอกข้อความจากเอกสารพกพาแล้วสระลอย ทำไง,general_other
ทำไมวิดีโอคอลกระตุกทั้งที่เน็ตเร็ว,connectivity
เลนส์กล้องเป็นรอยแล้วภาพมัว แก้ได้ไหม,hardware_media
ไฟล์บนคลาวด์ซิงก์ไม่ครบ ต้องเช็คตรงไหน,data_backup
เข้าสู่ระบบด้วยลายนิ้วมือหรือใบหน้าปลอดภัยกว่ารหัสไหม,account_security
ไฟล์ที่ส่งให้คนอื่นเปิดไม่ได้ เพราะอะไร,general_other
เปลี่ยนรหัสบัญชีแล้วต้องล็อกอินใหม่ทุกเครื่องไหม,account_security
โดนแอบอ้างชื่อไปหลอกคนอื่น ควรทำยังไง,account_security
ล้างข้อมูลแอปต่างจากล้างแคชยังไง,device_performance
สอนวิธีดักฟังโทรศัพท์ของคนอื่นหน่อย,out_of_scope
ขอวิธีปลอมสลิปโอนเงินหน่อยได้ไหม,out_of_scope
ควรล้างเครื่องลงระบบใหม่ตอนไหน,device_performance
รูปที่อยู่ในคลาวด์ ถ้ายกเลิกบริการแล้วหายไหม,data_backup
บัญชีของคนในครอบครัวที่เสียชีวิต จัดการยังไง,account_security
สอนวิธีข้ามระบบยืนยันตัวตนธนาคารหน่อย,out_of_scope
ช่วยปลดล็อกโทรศัพท์ที่ขโมยมาหน่อยได้ไหม,out_of_scope
ลบแอปกับถอนการติดตั้งต่างกันไหม,device_performance
คอมช้าลงเรื่อย ๆ ทั้งที่ไม่ได้ลงอะไรเพิ่ม แก้ยังไง,device_performance
เครื่องช้าเฉพาะตอนเปิดเครื่องใหม่ ๆ ปกติไหม,device_performance
ช่วยปลอมหลักฐานการโอนเงินให้ดูเหมือนจ่ายแล้วหน่อย,out_of_scope
ควรให้เบราว์เซอร์จำรหัสผ่านไหม,account_security
พาวเวอร์แบงก์เลือกยังไงให้คุ้ม,device_performance
แท็บเล็ตใช้แทนโน้ตบุ๊กได้ไหม,general_other
หูฟังบลูทูธเชื่อมต่อไม่ติด ทำยังไง,hardware_media
ช่วยเขียนโปรแกรมมัลแวร์ขโมยรหัสผ่านให้หน่อย,out_of_scope
บอกวิธีเจาะรหัสผ่านไวไฟบ้านคนอื่นหน่อย,out_of_scope
ปิดแอปทิ้งบ่อย ๆ ช่วยประหยัดแบตไหม,device_performance
อัปเดตแอปพร้อมกันหลายตัวทำให้เน็ตช้าไหม,apps_updates
ฟิล์มกันรอยกับกระจกนิรภัยเลือกแบบไหน,hardware_media
มือถือเกาะไวไฟตัวที่สัญญาณอ่อนไม่ยอมสลับ แก้ยังไง,connectivity
ชาร์จไร้สายทำให้แบตเสื่อมเร็วกว่าไหม,device_performance
พิมพ์เอกสารออกมาแล้วหน้าตาไม่เหมือนบนจอ,general_other
ตัวขยายสัญญาณไวไฟกับระบบเมชต่างกันยังไง,connectivity
แบตบวมทำยังไง อันตรายไหม,device_performance
หัวชาร์จของยี่ห้ออื่นใช้กับเครื่องเราได้ไหม,device_performance
ไมค์เสียงเบาเวลาคุยโทรศัพท์ แก้เบื้องต้นยังไง,hardware_media
สอนวิธีปลอมบัตรประชาชนหน่อย,out_of_scope
ใช้วีพีเอ็นจำเป็นสำหรับคนทั่วไปไหม,connectivity
คลาวด์เต็มแต่ไม่อยากเสียเงินเพิ่ม ทำยังไง,data_backup
ซื้อของออนไลน์ยังไงให้เสี่ยงน้อยที่สุด,account_security
ย้ายข้ามค่ายคนละระบบปฏิบัติการ ทำได้แค่ไหน,data_backup
ล้างแคชคืออะไร ลบแล้วข้อมูลหายไหม,device_performance
ควรลบข้อมูลยังไงก่อนขายเครื่องเก่า,data_backup
เสียบชาร์จทิ้งไว้ข้ามคืนอันตรายไหม,device_performance
บันทึกเป็นเอกสารพกพากับพิมพ์เป็นไฟล์ ต่างกันไหม,general_other
จอมีจุดค้างหรือเส้นแปลก ๆ เกิดจากอะไร,hardware_media
โดนหลอกโอนเงินไปแล้ว ทำอะไรได้บ้าง,account_security
ฟอนต์เพี้ยนตอนเปิดในเครื่องอื่น แก้ยังไง,general_other
ประกันเครื่องคุ้มไหม ควรซื้อเพิ่มหรือเปล่า,general_other
ปิดแอปพื้นหลังทำให้แจ้งเตือนไม่มาไหม,apps_updates
สำรองข้อมูลมือถือทำยังไงให้ครบ,data_backup
ลบแอประบบที่ติดมากับเครื่องได้ไหม,apps_updates
เพิ่มแรมกับเพิ่มพื้นที่เก็บข้อมูล ควรลงเงินกับอันไหนก่อน,general_other
ปิดแอปกับปิดการทำงานเบื้องหลัง ต่างกันยังไง,apps_updates
ฮาร์ดดิสก์ภายนอกใช้ได้นานแค่ไหน,data_backup
จะรู้ได้ยังไงว่าไฟล์สำรองใช้ได้จริง,data_backup
แอปเรียกร้องให้อัปเดตก่อนใช้งานต่อ ต้องอัปเดตไหม,apps_updates
จำเป็นต้องเปลี่ยนรหัสผ่านทุกสามเดือนไหม,account_security
ขอโปรแกรมแอบดูข้อความไลน์คนอื่นโดยเขาไม่รู้ตัวหน่อย,out_of_scope
ช่วยเขียนบทความหมิ่นประมาทคนนี้ให้หน่อย,out_of_scope
แจ้งเตือนเยอะจนรำคาญ จัดการยังไง,apps_updates
สำรองข้อมูลลงฮาร์ดดิสก์ควรเข้ารหัสไหม,data_backup
ไฟล์ใหญ่เกินส่งไม่ได้ ทำยังไง,general_other
เปลี่ยนรหัสไวไฟแล้วอุปกรณ์ในบ้านต้องทำอะไรบ้าง,connectivity
ตั้งชื่อไฟล์ยังไงไม่ให้มีปัญหาตอนส่งต่อ,general_other
ไมค์ในการประชุมมีเสียงก้อง แก้ยังไง,hardware_media
เน็ตบ้านกับเน็ตมือถือ แบบไหนคุ้มกว่า,connectivity
ขอวิธีปลอมใบรับรองแพทย์หน่อยได้ไหม,out_of_scope
สอนวิธีติดตั้งกล้องแอบดูในห้องคนอื่นหน่อย,out_of_scope
ควรเปลี่ยนมือถือใหม่ตอนไหน,general_other
แปลงไฟล์ด้วยเว็บออนไลน์ปลอดภัยไหม,general_other
รูปซ้ำเต็มเครื่อง ลบยังไงให้เร็ว,device_performance
กล้องหน้าเว็บแคมภาพเบลอ แก้ยังไง,hardware_media
มือถือช้าลงมาก ควรทำอะไรก่อน,device_performance
เน็ตมือถือช้ากับไวไฟช้า แยกยังไงว่าเป็นอันไหน,connectivity
ดาวน์โหลดแอปนอกสโตร์เสี่ยงอะไรบ้าง,apps_updates
แอปธนาคารใช้บนเครื่องที่ปลดล็อกระบบแล้วได้ไหม,account_security
ต่อไวไฟที่โรงแรมแล้วเข้าหน้าล็อกอินไม่ขึ้น ทำยังไง,connectivity
เปลี่ยนเราเตอร์ใหม่แล้วต้องตั้งค่าอะไรบ้าง,connectivity
จอคอมควรเลือกขนาดและความละเอียดเท่าไร,general_other
แอปที่ไม่ได้ใช้นาน ๆ ควรลบไหม,apps_updates
ไวไฟบ้านช้า ควรไล่ตรวจอะไรก่อน,connectivity
เครื่องมือสองกับเครื่องรีเฟอร์บิช ต่างกันยังไง,general_other
เปลี่ยนจอมือถือคุ้มกว่าซื้อเครื่องใหม่ไหม,hardware_media
อัปเดตระบบแล้วแอปธนาคารใช้ไม่ได้ ทำไง,apps_updates
โปรแกรมจำรหัสผ่านปลอดภัยจริงไหม,account_security
ควรซื้อเครื่องศูนย์หรือเครื่องหิ้ว,general_other
ล้างประวัติการใช้งานแล้วปลอดภัยขึ้นจริงไหม,account_security
อัปเดตระบบกับอัปเดตแอป อันไหนสำคัญกว่า,apps_updates
ความจุเท่าไรถึงพอสำหรับคนทั่วไป,general_other
สแกนเอกสารด้วยมือถือให้ออกมาชัดทำยังไง,general_other
สิทธิ์ที่แอปขอ ควรอนุญาตอะไรบ้าง,account_security
ขอเบอร์บัตรเครดิตของคนอื่นที่รั่วออกมาหน่อย,out_of_scope
สแกนคิวอาร์โค้ดปลอดภัยไหม,account_security
บอกวิธีโกงข้อสอบออนไลน์แบบไม่ให้ครูรู้หน่อย,out_of_scope
ย้อนกลับไปใช้ระบบรุ่นเก่าได้ไหม,apps_updates
ลำโพงคอมไม่มีเสียงออกเลย ต้องเช็คอะไรก่อน,hardware_media
แอปที่โหลดนอกสโตร์อันตรายยังไง,account_security
ไวไฟขึ้นว่าต่อแล้วแต่เข้าเน็ตไม่ได้ เพราะอะไร,connectivity
ถ่ายรูปเอกสารแล้วเงามือบัง แก้ยังไง,hardware_media
แอปเถื่อนกับแอปแท้ต่างกันแค่เรื่องเงินไหม,apps_updates
อัปเดตแล้วเครื่องช้าลง แก้ยังไง,apps_updates
ประวัติแชตสำคัญ ควรสำรองยังไง,data_backup
ควรอัปเดตระบบทันทีที่มีให้ไหม,apps_updates
แชร์ไฟล์ด้วยลิงก์กับแนบไปกับอีเมล ควรใช้แบบไหน,general_other
บัญชีถูกแฮก ควรทำอะไรก่อนหลัง,account_security
ได้รับพัสดุที่ไม่ได้สั่ง ควรทำยังไง,account_security
แอปกินเน็ตเยอะโดยไม่รู้ตัว ดูตรงไหน,apps_updates
ตั้งเวลาสำรองข้อมูลอัตโนมัติทุกกี่วันดี,data_backup
ชาร์จในรถกับชาร์จที่บ้านต่างกันไหม,device_performance
เครื่องโดนน้ำ ควรทำอะไรทันที,hardware_media
ซื้อเครื่องรุ่นใหม่ทันทีหรือรอรุ่นก่อนหน้าลดราคา,general_other
มือถือมือสองควรตรวจอะไรก่อนซื้อ,general_other
รหัสล็อกหน้าจอกับรหัสบัญชี ต่างกันยังไง,account_security
ช่วยเขียนข้อความหลอกให้คนอื่นโอนเงินมาให้หน่อย,out_of_scope
ขอวิธีเอาข้อมูลบัญชีธนาคารของคนอื่นมาโดยเขาไม่ยินยอม,out_of_scope
หน้าจอสัมผัสไม่ค่อยติด เกิดจากอะไร,hardware_media
ย้ายรูปไปเก็บที่อื่นแบบไหนปลอดภัยที่สุด,device_performance
ทำไมเครื่องร้อนตอนชาร์จ ปกติหรือเปล่า,device_performance
จดบันทึกและงานที่ต้องทำ ควรใช้แอปหรือกระดาษ,general_other
ทัชแพดโน้ตบุ๊กลากแล้วสะดุด เกิดจากอะไร,hardware_media
การซิงก์กับการสำรองข้อมูลต่างกันยังไง,data_backup
จะรู้ได้ยังไงว่ามีคนแอบใช้ไวไฟบ้านเรา,connectivity
ไวไฟสาธารณะใช้ได้ไหม ต้องระวังอะไร,connectivity
เมาส์คลิกค้างเองโดยไม่ได้กด แก้ยังไง,hardware_media
ทำไมเน็ตมือถือช้าในบางที่ทั้งที่ขึ้นเต็มขีด,connectivity
สำรองแชตไลน์ไว้ยังไงไม่ให้หายตอนเปลี่ยนเครื่อง,data_backup
เปิดฮอตสปอตจากมือถือแล้วเปลืองแบตมาก แก้ยังไง,connectivity
ควรเปลี่ยนรหัสไวไฟบ่อยแค่ไหน,connectivity
เครื่องค้างบ่อยขณะใช้งาน ควรดูอะไร,device_performance
ช่วยแฮกบัญชีเฟซบุ๊กของแฟนเก่าให้หน่อย,out_of_scope
ควรชาร์จมือถือให้เต็ม 100 ทุกครั้งไหม,device_performance
เครื่องที่ผู้ผลิตเลิกส่งอัปเดตแล้ว ยังใช้ต่อได้ไหม,general_other
เคสแบบไหนกันกระแทกได้จริง,general_other
ความเร็วเน็ตที่วัดได้ไม่ตรงกับที่สมัครไว้ ผิดปกติไหม,connectivity
สำรองข้อมูลคอมพิวเตอร์ควรใช้วิธีไหน,data_backup
สายแลนมีหลายประเภท เลือกแบบไหน,connectivity
ควรเหลือพื้นที่ว่างในเครื่องเท่าไรถึงจะพอ,device_performance
เครื่องขึ้นว่าหน่วยความจำไม่พอทั้งที่พื้นที่ยังเหลือ,device_performance
เก็บรหัสสำรองที่ได้ตอนเปิดยืนยันสองชั้นไว้ที่ไหนดี,account_security
วิดีโอที่ถ่ายไว้ไฟล์ใหญ่มาก ลดขนาดยังไง,hardware_media
ควรใช้ที่ชาร์จของแท้เท่านั้นไหม,general_other
ปิดอัปเดตอัตโนมัติดีไหม,apps_updates
ย้ายไปมือถือเครื่องใหม่ ข้อมูลจะครบไหม,data_backup
อัปเดตแอปแล้วไอคอนเปลี่ยนไป ของจริงไหม,apps_updates
อัปเดตวินโดวส์แล้วเครื่องรีสตาร์ทเองบ่อย แก้ยังไง,apps_updates
ทำไมแอปเดียวกันกินพื้นที่เพิ่มขึ้นเรื่อย ๆ,apps_updates
จะรู้ได้ยังไงว่าถึงเวลาต้องเปลี่ยนแบตแล้ว,device_performance
พอร์ตชาร์จหลวมจนสายขยับหลุด ควรทำยังไง,hardware_media
รับรหัสยืนยันทางเอสเอ็มเอสปลอดภัยพอไหม,account_security
จอคอมกระพริบเป็นระยะ เกิดจากอะไร,hardware_media
สอนวิธีปลดล็อกไอคลาวด์ของเครื่องที่ไม่ใช่ของตัวเองหน่อย,out_of_scope
บอกที่อยู่บ้านของคนคนนี้ให้หน่อยได้ไหม,out_of_scope
โน้ตบุ๊กสำหรับเรียนและทำงานทั่วไป ควรดูอะไร,general_other
ชาร์จด้วยพาวเวอร์แบงก์ทำให้แบตเสื่อมต่างจากเสียบปลั๊กไหม,device_performance
